,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV7287,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Catonella,NA
ASV7288,Bacteria,Saccharibacteria (TM7),Saccharibacteria (TM7) [C-1],Saccharibacteria (TM7) [O-1],Saccharibacteria (TM7) [F-1],Saccharibacteria (TM7) [G-1],Saccharibacteria (TM7) [G-1] bacterium_HMT346
ASV7289,Bacteria,NA,NA,NA,NA,NA,NA
ASV7290,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,Brochothrix thermosphacta
ASV7291,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7292,Bacteria,NA,NA,NA,NA,NA,NA
ASV7293,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacteriaceae [G-1],Propionibacteriaceae [G-1] bacterium_HMT915
ASV7294,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,NA,NA,NA
ASV7295,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
ASV7296,Bacteria,NA,NA,NA,NA,NA,NA
ASV7297,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,NA,NA
ASV7298,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema sp.HMT234
ASV7299,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp.HMT171
ASV7300,Bacteria,NA,NA,NA,NA,NA,NA
ASV7301,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister sp.HMT119
ASV7302,Bacteria,NA,NA,NA,NA,NA,NA
ASV7303,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7304,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7305,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
ASV7306,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV7307,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
ASV7308,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus lactarius
ASV7309,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,NA,NA,NA
ASV7310,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7311,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA,NA
ASV7312,Bacteria,NA,NA,NA,NA,NA,NA
ASV7313,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7314,Bacteria,Actinobacteria,NA,NA,NA,NA,NA
ASV7315,Bacteria,NA,NA,NA,NA,NA,NA
ASV7316,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV7317,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7318,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7319,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA
ASV7320,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
ASV7321,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA
ASV7322,Bacteria,NA,NA,NA,NA,NA,NA
ASV7323,Bacteria,NA,NA,NA,NA,NA,NA
ASV7324,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7325,Bacteria,NA,NA,NA,NA,NA,NA
ASV7326,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV7327,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavitalea,Flavitalea sp.HMT320
ASV7328,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae [G-3],NA
ASV7329,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
ASV7330,Bacteria,NA,NA,NA,NA,NA,NA
ASV7331,Bacteria,NA,NA,NA,NA,NA,NA
ASV7332,Bacteria,NA,NA,NA,NA,NA,NA
ASV7333,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7334,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavitalea,Flavitalea sp.HMT320
ASV7335,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7336,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7337,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides pyogenes
ASV7338,Bacteria,NA,NA,NA,NA,NA,NA
ASV7339,Bacteria,NA,NA,NA,NA,NA,NA
ASV7340,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
ASV7341,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV7342,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
ASV7343,Bacteria,NA,NA,NA,NA,NA,NA
ASV7344,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7345,Bacteria,NA,NA,NA,NA,NA,NA
ASV7346,Bacteria,NA,NA,NA,NA,NA,NA
ASV7347,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Bosea vestrisii
ASV7348,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas gilardii
ASV7349,Bacteria,NA,NA,NA,NA,NA,NA
ASV7350,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7351,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens
ASV7352,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,Eikenella sp.HMT011
ASV7353,Bacteria,NA,NA,NA,NA,NA,NA
ASV7354,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7355,Bacteria,NA,NA,NA,NA,NA,NA
ASV7356,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp.HMT040
ASV7357,Bacteria,NA,NA,NA,NA,NA,NA
ASV7358,Bacteria,NA,NA,NA,NA,NA,NA
ASV7359,Bacteria,NA,NA,NA,NA,NA,NA
ASV7360,Bacteria,NA,NA,NA,NA,NA,NA
ASV7361,Bacteria,NA,NA,NA,NA,NA,NA
ASV7362,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7363,Bacteria,NA,NA,NA,NA,NA,NA
ASV7364,Bacteria,NA,NA,NA,NA,NA,NA
ASV7365,Bacteria,NA,NA,NA,NA,NA,NA
ASV7366,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides heparinolyticus
ASV7367,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas endodontalis
ASV7368,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
ASV7369,Bacteria,NA,NA,NA,NA,NA,NA
ASV7370,Bacteria,NA,NA,NA,NA,NA,NA
ASV7371,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp.HMT040
ASV7372,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7373,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens
ASV7374,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7375,Bacteria,NA,NA,NA,NA,NA,NA
ASV7376,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp.HMT040
ASV7377,Bacteria,NA,NA,NA,NA,NA,NA
ASV7378,Bacteria,NA,NA,NA,NA,NA,NA
ASV7379,Bacteria,NA,NA,NA,NA,NA,NA
ASV7380,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV7381,Bacteria,NA,NA,NA,NA,NA,NA
ASV7382,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7383,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV7384,Bacteria,Firmicutes,Negativicutes,NA,NA,NA,NA
ASV7385,Bacteria,NA,NA,NA,NA,NA,NA
ASV7386,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7387,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7388,Bacteria,NA,NA,NA,NA,NA,NA
ASV7389,Bacteria,NA,NA,NA,NA,NA,NA
ASV7390,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7391,Bacteria,NA,NA,NA,NA,NA,NA
ASV7392,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7393,Bacteria,NA,NA,NA,NA,NA,NA
ASV7394,Bacteria,NA,NA,NA,NA,NA,NA
ASV7395,Bacteria,NA,NA,NA,NA,NA,NA
ASV7396,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7397,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
ASV7398,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacteriaceae [G-1],Propionibacteriaceae [G-1] bacterium_HMT915
ASV7399,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7400,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,NA,NA
ASV7401,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA
ASV7402,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp.HMT933
ASV7403,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter capsulatus
ASV7404,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,NA,NA,NA
ASV7405,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7406,Bacteria,Bacteroidetes,Bacteroidetes [C-1],Bacteroidetes [O-1],Bacteroidetes [F-1],Bacteroidetes [G-7],Bacteroidetes [G-7] bacterium_HMT911
ASV7407,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7408,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7409,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,NA,NA
ASV7410,Bacteria,NA,NA,NA,NA,NA,NA
ASV7411,Bacteria,NA,NA,NA,NA,NA,NA
ASV7412,Bacteria,NA,NA,NA,NA,NA,NA
ASV7413,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,NA,NA
ASV7414,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavitalea,Flavitalea sp.HMT320
ASV7415,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta
ASV7416,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Sanguibacteraceae,Sanguibacter,Sanguibacter keddieii
ASV7417,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV7418,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavitalea,Flavitalea sp.HMT320
ASV7419,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter aerophilus
ASV7420,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7421,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA,NA
ASV7422,Bacteria,NA,NA,NA,NA,NA,NA
ASV7423,Bacteria,NA,NA,NA,NA,NA,NA
ASV7424,Bacteria,NA,NA,NA,NA,NA,NA
ASV7425,Bacteria,NA,NA,NA,NA,NA,NA
ASV7426,Bacteria,NA,NA,NA,NA,NA,NA
ASV7427,Bacteria,NA,NA,NA,NA,NA,NA
ASV7428,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
ASV7429,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio fairfieldensis
ASV7430,Bacteria,NA,NA,NA,NA,NA,NA
ASV7431,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp.HMT040
ASV7432,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas nitritireducens
ASV7433,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales [F-3],Clostridiales [F-3][G-1],Clostridiales [F-3][G-1] bacterium_HMT876
ASV7434,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7435,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavitalea,Flavitalea sp.HMT320
ASV7436,Bacteria,NA,NA,NA,NA,NA,NA
ASV7437,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,NA,NA,NA
ASV7438,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dietziaceae,Dietzia,Dietzia cinnamea
ASV7439,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae [G-3],NA
ASV7440,Bacteria,NA,NA,NA,NA,NA,NA
ASV7441,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7442,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7443,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
ASV7444,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA,NA
ASV7445,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella,Schlegelella thermodepolymerans
ASV7446,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,NA,NA,NA
ASV7447,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,NA
ASV7448,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7449,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7450,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas nitritireducens
ASV7451,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,NA,NA,NA
ASV7452,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
ASV7453,Bacteria,NA,NA,NA,NA,NA,NA
ASV7454,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7455,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7456,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Anaerococcus,Anaerococcus prevotii
ASV7457,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales [F-3],Clostridiales [F-3][G-1],Clostridiales [F-3][G-1] bacterium_HMT876
ASV7458,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV7459,Bacteria,NA,NA,NA,NA,NA,NA
ASV7460,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oris
ASV7461,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp.HMT309
ASV7462,Bacteria,Firmicutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma salivarium
ASV7463,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella sp.HMT912
ASV7464,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
ASV7465,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp.HMT472
ASV7466,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,NA
ASV7467,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus asaccharolyticus
ASV7468,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus lactarius
ASV7469,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,NA
ASV7470,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia sp.HMT217
ASV7471,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella sp.HMT521
ASV7472,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parahaemolyticus
ASV7473,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas pasteri
ASV7474,Bacteria,NA,NA,NA,NA,NA,NA
ASV7475,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Lachnospiraceae [G-3],Lachnospiraceae [G-3] bacterium_HMT100
ASV7476,Bacteria,NA,NA,NA,NA,NA,NA
ASV7477,Bacteria,Bacteroidetes,Bacteroidetes [C-1],Bacteroidetes [O-1],Bacteroidetes [F-1],Bacteroidetes [G-3],Bacteroidetes [G-3] bacterium_HMT280
ASV7478,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella denticariosi
ASV7479,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella denticariosi
ASV7480,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,Ochrobactrum anthropi
ASV7481,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,NA
ASV7482,Bacteria,Bacteroidetes,Bacteroidetes [C-1],Bacteroidetes [O-1],Bacteroidetes [F-1],NA,NA
ASV7483,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],NA,NA
ASV7484,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema sp.HMT927
ASV7485,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],Mogibacterium,NA
ASV7486,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Parvimonas,Parvimonas sp.HMT393
ASV7487,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister invisus
ASV7488,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella marshii
ASV7489,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella nanceiensis
ASV7490,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
ASV7491,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV7492,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,NA,NA
ASV7493,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales [F-1],Enhydrobacter,Enhydrobacter aerosaccus
ASV7494,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA,NA
ASV7495,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales [F-1],Clostridiales [F-1][G-1],Clostridiales [F-1][G-1] bacterium_HMT093
ASV7496,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces israelii
ASV7497,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA
ASV7498,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Parascardovia,Parascardovia denticolens
ASV7499,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Parvimonas,Parvimonas sp.HMT393
ASV7500,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Pseudopropionibacterium,Pseudopropionibacterium propionicum
ASV7501,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Oribacterium,Oribacterium parvum
ASV7502,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],NA,NA
ASV7503,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV7504,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus sp.HMT259
ASV7505,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],Peptostreptococcaceae [XI][G-5],Peptostreptococcaceae [XI][G-5] bacterium_HMT493
ASV7506,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
ASV7507,Bacteria,NA,NA,NA,NA,NA,NA
ASV7508,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella scopos
ASV7509,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,NA,NA
ASV7510,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
ASV7511,Bacteria,NA,NA,NA,NA,NA,NA
ASV7512,Bacteria,NA,NA,NA,NA,NA,NA
ASV7513,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga granulosa
ASV7514,Bacteria,Saccharibacteria (TM7),Saccharibacteria (TM7) [C-1],Saccharibacteria (TM7) [O-1],Saccharibacteria (TM7) [F-1],Saccharibacteria (TM7) [G-1],Saccharibacteria (TM7) [G-1] bacterium_HMT488
ASV7515,Bacteria,Saccharibacteria (TM7),Saccharibacteria (TM7) [C-1],Saccharibacteria (TM7) [O-1],Saccharibacteria (TM7) [F-1],Saccharibacteria (TM7) [G-1],Saccharibacteria (TM7) [G-1] bacterium_HMT488
ASV7516,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces israelii
ASV7517,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7518,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV7519,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas sp.HMT277
ASV7520,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Butyrivibrio,Butyrivibrio sp.HMT090
ASV7521,Bacteria,Bacteroidetes,Bacteroidetes [C-1],Bacteroidetes [O-1],Bacteroidetes [F-1],Bacteroidetes [G-3],Bacteroidetes [G-3] bacterium_HMT365
ASV7522,Bacteria,NA,NA,NA,NA,NA,NA
ASV7523,Bacteria,NA,NA,NA,NA,NA,NA
ASV7524,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oulorum
ASV7525,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium,Cryptobacterium curtum
ASV7526,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas sp.HMT277
ASV7527,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],Mogibacterium,Mogibacterium vescum
ASV7528,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces graevenitzii
ASV7529,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],Peptostreptococcaceae [XI][G-8],Peptostreptococcaceae [XI][G-8] bacterium_HMT382
ASV7530,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Parvimonas,Parvimonas sp.HMT393
ASV7531,Bacteria,Saccharibacteria (TM7),Saccharibacteria (TM7) [C-1],Saccharibacteria (TM7) [O-1],Saccharibacteria (TM7) [F-1],Saccharibacteria (TM7) [G-3],Saccharibacteria (TM7) [G-3] bacterium_HMT351
ASV7532,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter sp.HMT898
ASV7533,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Simonsiella,Simonsiella muelleri
ASV7534,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella micans
ASV7535,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Simonsiella,Simonsiella muelleri
ASV7536,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,Eikenella corrodens
ASV7537,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria lactamica
ASV7538,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA
ASV7539,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oulorum
ASV7540,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella sp.HMT521
ASV7541,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella fusca
ASV7542,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales [F-1],Clostridiales [F-1][G-1],Clostridiales [F-1][G-1] bacterium_HMT093
ASV7543,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Pseudopropionibacterium,Pseudopropionibacterium propionicum
ASV7544,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],NA,NA
ASV7545,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],NA,NA
ASV7546,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV7547,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Stomatobaculum,NA
ASV7548,Bacteria,NA,NA,NA,NA,NA,NA
ASV7549,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],NA,NA
ASV7550,Bacteria,NA,NA,NA,NA,NA,NA
ASV7551,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],NA,NA
ASV7552,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
ASV7553,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],NA,NA
ASV7554,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
ASV7555,Bacteria,NA,NA,NA,NA,NA,NA
ASV7556,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
ASV7557,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Oribacterium,Oribacterium sp.HMT102
ASV7558,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas sp.HMT277
